성분명,CAS번호,규제국가,규제구분,단서조항,제한사항,제한농도값_percent,최소제한농도_percent,최대제한농도_percent,예측_Kp_cm_h,Cmax_mg_L,Tmax_h,AUC_mg_h_L,총흡수량_mg,SED_mg_kg_day,적용기준치_mg_kg_day,적용기준치_종류,MoS,log_MoS,MoS_group,대시보드판정,PoD_보강상태,기준치_신뢰도,기준치_출처,기준치_출처_URL,기준치_근거요약,규제우선경고,국소독성_주의,SMILES_InChI_확보필요,PoD_추가조사우선순위,남은과제_메모,독성종말점,독성종말점_분류,독성용량,독성용량_추출값_mg_kg,독성용량_표준화메모,독성용량_MoS사용여부,독성시험종,독성노출경로,독성정보_URL,국문표준명,영문성분명,기준치_우선순위,MoS계산식
p-Bromophenol,106-41-2,,,,,,,,0.0329884889298406,0.6124637964934336,10.0,12.871864052303728,6.567690911642291,0.054730757597019,0.0023,TTC_Cramer III,0.0420239021161525,-1.3765036237808168,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제정보 확인 필요,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값; MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.0023 / 0.0547308 = 0.04202
"2,3-Butanediol",513-85-9,,,,,,,,4.288043815253706e-05,0.0017886782601297,17.5,0.0586418922594566,0.0327473989088459,0.000272894990907,0.046,TTC_Cramer I,168.56300603801247,2.2267622675815364,Safe,안정,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 단순 알코올/산/당류/저반응성 구조 → 예비 Cramer I. TTC를 예비 기준치로 사용.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.046 / 0.000272895 = 168.6
2-Butanone,78-93-3,,,,,,,,0.0021587561856735,0.0828821815338885,16.0,2.590455733432479,1.4215968119064135,0.0118466400992201,0.0023,TTC_Cramer III,0.1941478749026414,-0.711867358778028,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,TCLo,TCLo,61 mg/㎥/169주 간헐적,,mg/kg 계열 아님 또는 농도/시간 단위 혼재,MoS 기준치로 직접 사용하지 않음,여성,흡입,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000101,,,TTC_fallback,0.0023 / 0.0118466 = 0.1941
Chlorocresol,59-50-7,EU,한도,,사용 제한: 점막에 적용되거나 점막과 접촉하도록 의도된 제품에는 사용 금지. 사용 준비 상태 제품 내 최대 농도 0.2%,"0.2, 0.2",0.2,0.2,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
Chlorocresol,59-50-7,브라질,한도,,사용 제한: 점막에 적용되거나 점막과 접촉하도록 의도된 제품에는 사용 금지. 사용 준비 상태 제품 내 최대 농도 0.2%,"0.2, 0.2",0.2,0.2,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
Chlorocresol,59-50-7,아르헨티나,한도,,사용 제한: 점막에 적용되거나 점막과 접촉하도록 의도된 제품에는 사용 금지. 사용 준비 상태 제품 내 최대 농도 0.2%,"0.2, 0.2",0.2,0.2,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
Chlorocresol,59-50-7,일본,한도,,모든 화장품: 100그램당 최대 배합량 0.50 g,,,,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
Chlorocresol,59-50-7,중국,한도,,화장품 중 최대 사용 농도: 0.2%. 기타 제한: 점막에 접촉하는 제품에는 사용 금지,0.2,0.2,0.2,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
Chlorocresol,59-50-7,한국,한도,,배합한도: 0.04%. 점막에 사용되는 제품에는 사용 금지,0.04,0.04,0.04,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
Chlorocresol,59-50-7,아세안,한도,,완제품 내 최대 허용 농도: 0.2%. 기타: 점막과 접촉하도록 의도된 제품에는 사용 금지,"0.2, 0.2",0.2,0.2,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
Chlorocresol,59-50-7,대만,한도,"※ 본 표에 등재되지 않은 방부제 성분이라도 유럽, 미국, 일본 정부가 사용을 허가하고 사용 제한 기준을 공고한 경우, 해당 기준에 따라 사용할 수 있습니다. 국가별 관리 기준이 서로 다른 경우에는 가장 엄격하고 안전한 제한 기준을 적용합니다. ※ 본 표의 구강 제제에는 비의약 치약, 구강청결제 및 치아 미백류 화장품이 포함됩니다","※ 본 표에 등재되지 않은 방부제 성분이라도 유럽, 미국, 일본 정부가 사용을 허가하고 사용 기준을 공고한 경우, 해당 기준에 따라 사용할 수 있습니다. 국가별 관리 기준이 서로 다른 경우에는 가장 엄격하고 안전한 제한 기준을 적용합니다. ※ 본 표의 구강 제제에는 비의약 치약, 구강청결제 및 치아 미백류 화장품이 포함됩니다. 용도: 방부제. 배합한도: 0.2%. 점막에 접촉하는 제품에는 사용하지 않습니다","0.2, 0.2",0.2,0.2,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
Chlorocresol,59-50-7,캐나다,한도,,"제품 유형별 사용 조건: (a) 눈, 코 또는 입 주변 등 점막에 사용하도록 의도된 화장품에는 허용되지 않음, (b) 기타 화장품. 최대 허용 농도: 기타 화장품 0.1%. 경고 문구: “눈, 입 또는 코 주변에는 사용하지 마십시오.”","0.1, 0.1",0.1,0.1,0.0530760680739707,0.741032886121272,9.0,14.181522178418852,7.196008492622712,0.0599667374385226,12.0,NOEL_외부레퍼런스,200.1109367055745,2.301270824873514,Safe,안정,외부 PoD 적용,중간,AICIS Human health tier II assessment / CIR / US EPA,https://www.industrialchemicals.gov.au/sites/default/files/Chlorocresol%20and%20its%20sodium%20salt_Human%20health%20tier%20II%20assessment.pdf,"90일 식이 rat study에서 NOEL 150 ppm, 약 12 mg/kg bw/day로 제시. 보수적 PoD로 적용.",국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,p-클로로-m-크레졸,p-Chloro-m-Cresol,2_ECHA/REACH류,12 / 0.0599667 = 200.1
p-Chlorophenol,106-48-9,일본,한도,"공란은 배합해서는 안 됨을 의미하며, ○ 표시는 배합 상한이 없음을 의미합니다","100그램당 최대 배합량: 점막에 사용하지 않고 씻어내는 화장품 0.25 g, 점막에 사용하지 않고 씻어내지 않는 화장품 0.25 g, 점막에 사용하는 화장품은 배합 금지",,,,0.026105439843208,0.5465128501366857,11.0,12.079469494355845,6.187532243877946,0.0515627686989828,5.0,NOAEL_외부레퍼런스,96.96919165045996,1.9866337752821357,Borderline,주의,외부 PoD 적용(v3),중간,Japan MOE Initial Risk Assessment / ATSDR Chlorophenols,https://www.env.go.jp/content/900450235.pdf,Monochlorophenol assessment identifies oral non-toxic level/NOAEL 5 mg/kg/day based on reproductive-developmental rat effects. p-Chlorophenol로 적용. 이성질체/문헌 일치성 전문가 확인 필요.,국가별 한도/사용조건 확인,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,,정보 없음,,,용량정보 없음,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 적용,,,,p-클로로페놀,p-Chlorophenol,2_JapanMOE/ATSDR_외부PoD,5 / 0.0515628 = 96.97
o-Chlorophenol,95-57-8,,,,,,,,0.0311791121414625,0.5966633385027594,10.5,12.68983810041464,6.480425750226008,0.05400354791855,7.6,NOAEL_외부레퍼런스,140.7314943726027,2.14839129929426,Safe,안정,외부 PoD 적용(v4),높음,ATSDR Toxicological Profile for Chlorophenols,https://www.atsdr.cdc.gov/toxprofiles/tp107.pdf,ATSDR derived intermediate oral MRL for 2-chlorophenol using a NOAEL of 7.6 mg/kg/day and LOAEL of 76 mg/kg/day for reproductive effects in rats. Chlorophenol; local irritation and regulatory restrictions should be evaluated separately.,규제정보 확인 필요,피부자극/감작성/국소독성 별도 표시 권장,필요: 구조 기반 Cramer/alert 검증용,낮음,MoS 외 감작성·자극성 확인 필요,LD50,LD50,345 mg/kg,345.0,단회 또는 기간 불명,파일 내 LD50/TDLo 등은 직접 사용하지 않음; 외부 반복독성 PoD 또는 문헌 기반 TTC 적용,마우스,경구,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T4000000050,,,2_ATSDR_외부PoD,7.6 / 0.0540035 = 140.7
Chloroxylenol,88-04-0,,,,,,,,0.0544563830002627,0.7473358922135358,9.0,14.241465839021226,7.224367707624559,0.0602030642302046,100.0,NOAEL_외부레퍼런스,1661.0450195295675,3.220381403353448,Very Safe,매우 안정,외부 PoD 적용,중간,CIR Safety Assessment of Chloroxylenol,https://www.cir-safety.org/sites/default/files/RR_Chloroxylenol.pdf,"Developmental toxicity study에서 maternal toxicity NOAEL 100 mg/kg/day, fetal toxicity/teratogenicity NOAEL 1000 mg/kg/day. 보수적으로 100 적용.",규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,현재 기준으로 대시보드 사용 가능,LD50,LD50,"3,830mg/kg",3830.0,단회 또는 기간 불명,MoS 기준치로 직접 사용하지 않음,Rat,Oral,http://www.nifds.go.kr/toxinfo/SearchUtil.action?Action=getDetailChemTcd&amphddnToxicCode=T5600000096,,,4_CIR Expert Panel,100 / 0.0602031 = 1661
Cortexone,64-85-7,,,,,,,,0.0005209834768481,0.0212974828747545,17.0,0.6909016612246941,0.3843473988274576,0.0032028949902288,0.0023,TTC_Cramer III,0.718100345786141,-0.1438148641473925,Risk,위험,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제정보 확인 필요,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,높음: Risk + TTC 임시/보정 기준,PoD 미확인 시 TTC 기반 예비값,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,,,TTC_fallback,0.0023 / 0.00320289 = 0.7181
Cortisone,53-06-5,EU,금지,,,,,,3.0051540383584465e-05,0.0012540957515145,17.5,0.0411301960603474,0.022971614888519,0.0001914301240709,0.0023,TTC_Cramer III,12.014827923050127,1.0797175551977676,Borderline,주의,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,코르티손,Cortisone,TTC_fallback,0.0023 / 0.00019143 = 12.01
Cortisone,53-06-5,아세안,금지,,,,,,3.0051540383584465e-05,0.0012540957515145,17.5,0.0411301960603474,0.022971614888519,0.0001914301240709,0.0023,TTC_Cramer III,12.014827923050127,1.0797175551977676,Borderline,주의,외부 PoD 미확인 → TTC 임시 적용,예비,SCCS TTC/Cramer fallback,https://health.ec.europa.eu/system/files/2023-12/sccs_o_273_final.pdf,외부 PoD 미확인. 구조정보 부재 또는 방향족/페놀/복합구조 → 보수적 Cramer III. TTC를 예비 기준치로 사용.,규제/금지 또는 의약품성·CMR 가능성 우선 검토,해당 없음 또는 추가 확인,필요: 구조 기반 Cramer/alert 검증용,낮음,PoD 미확인 시 TTC 기반 예비값; 일반 화장품 MoS보다 규제/전문가 판단 우선,,정보 없음,,,용량정보 없음,PoD로 사용 불가 또는 정보 부족,,,,코르티손,Cortisone,TTC_fallback,0.0023 / 0.00019143 = 12.01
